pair_id,item_id,language_code,language,speaker,category,english,translation,translator_notes
en-fil-016,EN-016,fil,Filipino,doctor,cholesterol,"Your blood test shows that your bad cholesterol, LDL, is quite high, which increases your risk of heart attack and stroke. I recommend starting a statin, which you take once a day at night. We will repeat the blood test in three months to check your liver and cholesterol levels.","Makikita sa blood test ninyo na medyo mataas ang masamang cholesterol ninyo, ang LDL, na nagpapataas ng panganib ninyong magkaroon ng atake sa puso at stroke. Inirerekomenda kong magsimula kayo ng statin, na iniinom isang beses sa isang araw sa gabi. Uulitin natin ang blood test pagkalipas ng tatlong buwan para masuri ang atay ninyo at ang lebel ng cholesterol ninyo.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po'). 'blood test', 'LDL', 'statin', 'stroke' kept as loanwords (alternatives 'pagsusuri ng dugo', 'kolesterol', 'istrok'); 'masamang cholesterol' may appear as English 'bad cholesterol'. 'atake sa puso' for heart attack ('heart attack' also common); 'lebel' may be 'level'."
en-fil-017,EN-017,fil,Filipino,patient,headache_migraine,"I keep getting very bad headaches on one side of my head, usually two or three times a week. When it happens, I feel like vomiting and I cannot stand bright lights or loud noises. The painkillers I bought from the pharmacy don't help much anymore.","Paulit-ulit po akong nagkakaroon ng matinding sakit ng ulo sa isang gilid ng ulo ko, kadalasan dalawa o tatlong beses sa isang linggo. Kapag nangyayari ito, parang nasusuka po ako at hindi ko matiis ang maliliwanag na ilaw o malalakas na ingay. Hindi na po masyadong tumatalab ang mga painkiller na binili ko sa botika.","Patient uses 'po' as the polite default toward the doctor. 'painkiller' kept as commonly said (alternatives 'pain reliever', 'pampawala ng sakit', 'gamot sa sakit'); 'botika' may be 'parmasya' or 'pharmacy'. 'isang gilid ng ulo' may be 'isang bahagi/banda ng ulo'; 'parang nasusuka' may be 'parang gusto kong sumuka'."
en-fil-018,EN-018,fil,Filipino,patient,back_pain,"I hurt my lower back when I was lifting a heavy box at work on Monday. The pain is very sharp when I bend forward or get up from a chair. Sometimes the pain goes down to the back of my right leg, and my toes feel a bit numb.","Nasaktan ko po ang ibabang bahagi ng likod ko noong nagbubuhat ako ng mabigat na kahon sa trabaho noong Lunes. Napakatindi po ng kirot kapag yumuyuko ako o tumatayo mula sa upuan. Minsan po, umaabot ang sakit pababa sa likod ng kanang binti ko, at medyo namamanhid ang mga daliri ng paa ko.","Patient uses 'po' as the polite default toward the doctor. 'ibabang bahagi ng likod' for lower back (lay alternative 'balakang'); 'kirot' conveys sharp pain (alternatives 'matalim na sakit', 'parang tinutusok'). 'binti' for leg (may be 'hita' if thigh is meant); 'namamanhid' may be 'nangingimay'."
en-fil-019,EN-019,fil,Filipino,doctor,back_pain,"This looks like a muscle strain in your lower back. I will give you painkillers, a muscle relaxant, and a medical certificate for three days. Try to keep moving gently instead of staying in bed all day. If you have weakness in your legs or problems controlling your bladder, go to the emergency department immediately.","Mukhang muscle strain ito sa ibabang bahagi ng likod ninyo. Bibigyan ko kayo ng mga painkiller, muscle relaxant, at medical certificate para sa tatlong araw. Subukan ninyong patuloy na gumalaw nang dahan-dahan sa halip na nakahiga lang sa kama buong araw. Kung nanghihina ang mga binti ninyo o nahihirapan kayong kontrolin ang pag-ihi ninyo, pumunta agad kayo sa emergency room.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po'). 'muscle strain', 'painkiller', 'muscle relaxant', 'medical certificate' kept as spoken by Filipino clinicians (alternatives 'pilay sa kalamnan', 'pampawala ng sakit', 'pampa-relax ng kalamnan', 'medcert'). 'emergency room' is the usual Philippine term for emergency department and is used for it throughout the set ('ER', 'emergency', 'emergency department' also acceptable)."
en-fil-020,EN-020,fil,Filipino,patient,urinary_tract_infection,"It hurts and burns every time I pass urine, and I feel like I need to go to the toilet all the time, but only a little comes out. Since this morning my urine also looks cloudy and has a strong smell. I have a little pain in my lower belly too.","Masakit at mahapdi po tuwing umiihi ako, at pakiramdam ko kailangan kong pumunta sa banyo palagi, pero kaunti lang ang lumalabas. Simula po kaninang umaga, mukhang malabo rin ang ihi ko at matapang ang amoy. Medyo masakit din po ang puson ko.","Patient uses 'po' as the polite default toward the doctor. 'mahapdi' for burning, 'puson' for lower belly (alternative 'ibabang bahagi ng tiyan'). 'malabo' for cloudy urine (alternative 'maulap'); 'matapang ang amoy' may be 'masangsang/mapanghi ang amoy'; 'banyo' may be 'CR'."
en-fil-021,EN-021,fil,Filipino,patient,skin_eczema,"I have this itchy red rash on the inside of my elbows and behind my knees. It gets worse at night, and I keep scratching until the skin bleeds. I have tried using moisturiser, but it doesn't seem to help. Could it be an allergy to my new soap?","May makati at mapulang pantal po ako sa loob na bahagi ng mga siko ko at sa likod ng mga tuhod ko. Lumalala po ito sa gabi, at kinakamot ko nang kinakamot hanggang sa dumugo ang balat. Sinubukan ko na pong gumamit ng moisturizer, pero parang hindi naman po tumatalab. Posible po kayang allergy ito sa bago kong sabon?","Patient uses 'po' as the polite default toward the doctor. 'pantal' for rash, 'moisturizer' and 'allergy' kept as commonly said (alternatives 'lotion/pampahid', 'alerhiya'). 'loob na bahagi ng siko' may be 'tupi/singit ng siko'; 'hindi tumatalab' may be 'hindi nakakatulong'."
en-fil-022,EN-022,fil,Filipino,doctor,skin_eczema,"This is eczema, which is a common condition where the skin becomes dry and inflamed. I will give you a steroid cream to apply thinly twice a day on the red areas, for one week only. Use a gentle soap-free wash, and apply moisturiser generously several times a day, even after the rash is gone.","Eczema ito, isang karaniwang kondisyon kung saan nagiging tuyo at namamaga ang balat. Bibigyan ko kayo ng steroid cream na ipapahid nang manipis dalawang beses sa isang araw sa mga mapulang bahagi, sa loob lang ng isang linggo. Gumamit kayo ng banayad na panghugas na walang sabon, at magpahid kayo ng maraming moisturizer nang ilang beses sa isang araw, kahit wala na ang pantal.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po'). 'eczema', 'steroid cream', 'moisturizer' kept as loanwords (alternative 'eksema'); 'namamaga' for inflamed (alternatives 'iritado', 'inflamed'). 'banayad na panghugas na walang sabon' may appear as 'mild na soap-free wash'; 'magpahid ng maraming' may be 'maglagay nang sagana'."
en-fil-023,EN-023,fil,Filipino,patient,paediatric_hfmd,"My son is four years old and he has had a fever since yesterday. Today I noticed small blisters on his palms and the soles of his feet, and he has some ulcers in his mouth. He refuses to eat or drink because it hurts. His preschool said another child had hand, foot and mouth disease.","Apat na taong gulang po ang anak kong lalaki at may lagnat na po siya mula pa kahapon. Ngayong araw, napansin ko po ang maliliit na paltos sa mga palad at talampakan niya, at may ilang singaw siya sa bibig. Ayaw po niyang kumain o uminom kasi masakit. Sabi po ng preschool niya, may isa pang bata na nagkaroon ng hand, foot and mouth disease.","Patient uses 'po' as the polite default toward the doctor. 'paltos' for blisters (alternative 'maliliit na tubig-tubig'), 'singaw' for mouth ulcers (alternative 'sugat sa bibig'), 'talampakan' for soles. 'hand, foot and mouth disease' and 'preschool' kept in English as commonly said (alternatives 'HFMD', 'nursery/paaralan'); 'kasi' may be 'dahil'."
en-fil-024,EN-024,fil,Filipino,doctor,paediatric_hfmd,"Your son has hand, foot and mouth disease. It is caused by a virus and usually gets better on its own within seven to ten days. He must stay at home and not go to preschool until all the blisters have dried. Make sure he drinks enough fluids, and bring him back if he becomes very drowsy or stops passing urine.","May hand, foot and mouth disease ang anak ninyo. Sanhi ito ng virus at kadalasang gumagaling nang kusa sa loob ng pito hanggang sampung araw. Kailangan niyang manatili sa bahay at huwag munang pumasok sa preschool hanggang matuyo ang lahat ng paltos. Siguraduhin ninyong nakakainom siya ng sapat na likido, at dalhin ninyo siya ulit dito kung sobra siyang inaantok o kung hindi na siya umiihi.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po'). 'hand, foot and mouth disease', 'virus', 'preschool' kept in English; 'paltos' for blisters. 'sapat na likido' may be 'sapat na tubig/inumin' or 'fluids'; 'sobrang inaantok' may be 'labis na antukin'; 'gumagaling nang kusa' may be 'kusang gumagaling'."
en-fil-025,EN-025,fil,Filipino,patient,allergic_rhinitis,"Every morning when I wake up, I sneeze non-stop and my nose is very runny and itchy. My eyes also become watery and red. It seems to be worse when I clean my room or when there is haze. This has been going on for years, but lately it is getting worse.","Tuwing umaga po pagkagising ko, walang tigil ang pagbahing ko at tumutulo nang husto ang sipon ko at makati ang ilong ko. Nagluluha at namumula rin po ang mga mata ko. Parang mas malala po ito kapag naglilinis ako ng kuwarto ko o kapag may haze. Ilang taon na po itong nangyayari, pero nitong mga nakaraan ay lalo po itong lumalala.",Patient uses 'po' as the polite default toward the doctor. 'Haze' kept as the loanword Filipinos in Singapore use; 'kapag mausok ang hangin' is an acceptable alternative. 'Runny nose' = 'tumutulo ang sipon'; 'watery eyes' = 'nagluluha' (alt. 'nagtutubig'); 'lately' = 'nitong mga nakaraan' (alt. 'kamakailan').
en-fil-026,EN-026,fil,Filipino,patient,eye_conjunctivitis,"My left eye became red and swollen yesterday, and this morning when I woke up, my eyelashes were stuck together with yellow discharge. It feels gritty, like there is sand inside. Now my right eye is starting to turn red as well. I wear contact lenses for work.","Namula at namaga po ang kaliwang mata ko kahapon, at kaninang umaga pagkagising ko, magkakadikit ang mga pilikmata ko dahil sa dilaw na muta. Parang magaspang po ang pakiramdam, na parang may buhangin sa loob. Ngayon, nagsisimula na ring mamula ang kanang mata ko. Nagsusuot po ako ng contact lens para sa trabaho.","Patient uses 'po' as the polite default toward the doctor. 'Yellow discharge' = 'dilaw na muta' (everyday term for eye discharge; 'dilaw na nana' also possible). 'Contact lenses' kept as the loanword 'contact lens', which is what Filipinos say; 'gritty' = 'magaspang' (alt. 'parang may puwing')."
en-fil-027,EN-027,fil,Filipino,patient,gout,"Last night I woke up with a terrible pain in my big toe. It is red, hot and so swollen that I cannot even put on my shoe or let the blanket touch it. I had a lot of beer and seafood at a wedding dinner on Saturday. Is this gout?","Kagabi po, nagising ako dahil sa matinding sakit sa hinlalaki ng paa ko. Namumula ito, mainit, at sobrang namamaga kaya ni hindi ko maisuot ang sapatos ko o mapadampi man lang dito ang kumot. Marami po akong nainom na beer at nakaing seafood sa hapunan ng isang kasal noong Sabado. Gout po ba ito?","Patient uses 'po' as the polite default toward the doctor. 'Gout', 'seafood' and 'beer' kept as commonly used loanwords (alts: 'rayuma' is a looser lay term; 'lamang-dagat' for seafood; 'serbesa' for beer). 'Big toe' = 'hinlalaki ng paa'; 'wedding dinner' = 'hapunan ng isang kasal' (alt. 'handaan sa kasal')."
en-fil-028,EN-028,fil,Filipino,patient,joint_pain_knee,"My knees have been aching for a few years, but recently the pain is much worse, especially when I go up and down the stairs or stand up after sitting for a long time. Sometimes I hear a cracking sound. In the morning my knees feel stiff for about fifteen minutes.","Ilang taon na pong masakit ang mga tuhod ko, pero nitong mga nakaraan ay lumala po nang husto ang sakit, lalo na kapag umaakyat at bumababa ako ng hagdan o kapag tumatayo ako pagkatapos umupo nang matagal. Minsan po ay may naririnig akong lumalagutok. Sa umaga, naninigas po ang mga tuhod ko nang mga labinlimang minuto.","Patient uses 'po' as the polite default toward the doctor. 'Aching' = 'masakit' (alt. 'kumikirot'); 'much worse' = 'lumala nang husto' (alt. 'lalong lumala', 'mas lumala'); 'cracking sound' = 'lumalagutok' (alt. 'lumalagitik'); 'stiff' = 'naninigas'. Number spelled out as 'labinlimang minuto'."
en-fil-029,EN-029,fil,Filipino,patient,sleep_mental_health,"For the past two months, I have not been able to sleep well. I lie in bed for hours thinking about work, and I wake up at four in the morning and cannot fall back asleep. I feel tired and irritable all day, and I have lost interest in things I used to enjoy.","Sa nakalipas na dalawang buwan, hindi po ako makatulog nang maayos. Ilang oras po akong nakahiga sa kama habang iniisip ang trabaho, at nagigising ako nang alas-kuwatro ng madaling-araw at hindi na ako makatulog ulit. Pagod po ako at mainit ang ulo ko buong araw, at nawalan na ako ng gana sa mga bagay na dati kong kinagigiliwan.",Patient uses 'po' as the polite default toward the doctor. 'Four in the morning' uses the natural spoken clock form 'alas-kuwatro ng madaling-araw' (Spanish-derived hour names are the norm for clock time; formal alt. 'ikaapat ng madaling-araw'). 'Irritable' = 'mainit ang ulo' (alt. loan 'iritable'); 'lost interest' = 'nawalan ng gana' (alt. 'nawalan ng interes'); 'things I used to enjoy' = 'dati kong kinagigiliwan' (alt. 'dati kong gustong gawin').
en-fil-030,EN-030,fil,Filipino,patient,dizziness_vertigo,"Whenever I turn my head quickly or roll over in bed, the whole room starts spinning for about half a minute. I feel very nauseous during these episodes. It started three days ago. I don't have any weakness in my arms or legs, and my speech is normal.","Tuwing mabilis kong ibinabaling ang ulo ko o tumatagilid ako sa kama, umiikot po ang buong kuwarto nang mga kalahating minuto. Sobrang nasusuka po ako tuwing nangyayari ito. Nagsimula po ito tatlong araw na ang nakalipas. Wala naman po akong panghihina sa mga braso o binti ko, at normal naman po ang pagsasalita ko.",Patient uses 'po' as the polite default toward the doctor. 'Nauseous' = 'nasusuka' (alt. 'naduduwal'); 'roll over in bed' = 'tumatagilid sa kama' (alt. 'bumabaling sa higaan'); 'room starts spinning' = 'umiikot ang buong kuwarto' (alt. 'hilong-hilo').
en-fil-031,EN-031,fil,Filipino,doctor,chest_pain_referral,"The chest pain you describe, which spreads to your left arm and comes on when you walk, could be a sign of a heart problem. Your ECG today shows some changes, so I am going to refer you to the emergency department right now. Please do not drive yourself there; we will call an ambulance for you.","Ang pananakit ng dibdib na inilarawan ninyo, na kumakalat sa kaliwang braso ninyo at sumusumpong kapag naglalakad kayo, ay maaaring senyales ng problema sa puso. May nakikitang ilang pagbabago sa ECG ninyo ngayong araw, kaya ire-refer ko kayo sa emergency room ngayon din. Pakiusap, huwag kayong magmaneho papunta roon; tatawag kami ng ambulansiya para sa inyo.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po' for the doctor's voice; 'po' would also be acceptable). 'ECG' kept (alt. 'EKG'); 'emergency department' = 'emergency room', the usual Philippine term used throughout the set (alts: 'emergency department', 'ER'); 'refer' as Taglish 'ire-refer' (standard clinic usage). 'Comes on' = 'sumusumpong' (alt. 'nararamdaman'); 'ambulansiya' in KWF spelling (variant 'ambulansya')."
en-fil-032,EN-032,fil,Filipino,doctor,vaccination,"Since you are sixty-five years old and have diabetes, I strongly recommend that you get the influenza vaccine every year, as well as the pneumococcal vaccine. These are subsidised for you under the national schedule. You may have a sore arm or a mild fever for a day or two after the injection, which is normal.","Dahil animnapu't limang taong gulang na kayo at may diabetes kayo, mariin kong ipinapayo na magpabakuna kayo laban sa trangkaso taon-taon, pati na rin ng pneumococcal vaccine. May subsidiya ang mga ito para sa inyo sa ilalim ng pambansang iskedyul ng pagbabakuna. Maaaring sumakit ang braso ninyo o magkaroon kayo ng bahagyang lagnat nang isa o dalawang araw pagkatapos ng iniksiyon, at normal lang iyon.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po' for the doctor's voice; 'po' would also be acceptable). 'Diabetes' kept as elsewhere in the set; 'influenza vaccine' = 'bakuna laban sa trangkaso' (alts: 'flu vaccine', 'bakuna sa influenza'); 'pneumococcal vaccine' kept in English; 'national schedule' = 'pambansang iskedyul ng pagbabakuna' (alt. English 'national schedule'). 'Strongly recommend' = 'mariin kong ipinapayo' (alt. 'inirerekomenda'); 'iniksiyon' in KWF spelling (variant 'iniksyon')."
en-fil-033,EN-033,fil,Filipino,patient,medication_refill_side_effect,"I need to top up my medicine for blood pressure and cholesterol, because I only have about one week left. By the way, ever since I started the new tablet last month, I have been having a dry cough that doesn't go away. Could it be caused by the medicine?","Kailangan ko na pong magpa-refill ng gamot ko para sa blood pressure at cholesterol, kasi mga isang linggo na lang po ang natitira sa akin. Siyanga pala, mula nang simulan ko ang bagong tableta noong nakaraang buwan, may tuyong ubo na po ako na hindi nawawala. Posible po bang ang gamot ang sanhi nito?","Patient uses 'po' as the polite default toward the doctor. 'Top up' = Taglish 'magpa-refill' (what Filipinos say); 'blood pressure' and 'cholesterol' kept as common loanwords (alts: 'altapresyon'/'presyon', 'kolesterol'). 'Dry cough' = 'tuyong ubo'; 'tablet' = 'tableta' (alt. 'tablet')."
en-fil-034,EN-034,fil,Filipino,doctor,medication_counselling,"This antihistamine will help with the itching and sneezing, but it can make you drowsy, so please do not drive or operate machinery after taking it. Take one tablet at night before you sleep. Do you have any drug allergies, or are you taking any other medicines or supplements at the moment?","Makakatulong ang antihistamine na ito sa pangangati at pagbahing, pero maaari kayong antukin dito, kaya pakiusap, huwag kayong magmaneho o magpatakbo ng makinarya pagkatapos ninyo itong inumin. Uminom kayo ng isang tableta sa gabi bago kayo matulog. May allergy ba kayo sa anumang gamot, o may iba pa ba kayong iniinom na gamot o supplement sa ngayon?","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po' for the doctor's voice; 'po' would also be acceptable). 'Antihistamine', 'allergy' and 'supplement' kept as loanwords (alts: 'gamot sa allergy', 'alerhiya', 'bitamina/supplement'). 'Drowsy' = 'antukin' (alt. 'aantukin kayo'); 'operate machinery' = 'magpatakbo ng makinarya'; 'makakatulong' (alt. formal 'makatutulong')."
en-fil-035,EN-035,fil,Filipino,doctor,covid19_medical_certificate,"Your antigen rapid test is positive for COVID-19. Your symptoms are mild, so you can recover at home. I will give you medicine for the fever and cough, and a medical certificate for five days. Please wear a mask when you go out, and avoid visiting your elderly relatives until you feel better.","Positibo sa COVID-19 ang antigen rapid test ninyo. Banayad lang ang mga sintomas ninyo, kaya puwede kayong magpagaling sa bahay. Bibigyan ko kayo ng gamot para sa lagnat at ubo, at ng medical certificate para sa limang araw. Pakiusap, magsuot kayo ng mask kapag lalabas kayo, at iwasan muna ninyong bumisita sa matatanda ninyong kamag-anak hanggang sa bumuti ang pakiramdam ninyo.","Doctor addresses the patient with polite plural 'kayo/ninyo' (no 'po' for the doctor's voice; 'po' would also be acceptable). 'Antigen rapid test', 'COVID-19', 'medical certificate' and 'mask' kept as loanwords (alts: 'ART'/'antigen test', 'MC'/'sertipikong medikal', 'face mask'). 'Mild' = 'banayad' (alt. 'hindi malala')."
en-vi-001,EN-001,vi,Vietnamese,patient,cold_flu,"Doctor, I've had a runny nose and a blocked nose for about four days now. Since yesterday I've also started sneezing a lot and my throat feels scratchy, especially in the morning. I don't think I have a fever, but I feel very tired and my whole body is aching.","Thưa bác sĩ, tôi bị sổ mũi và nghẹt mũi khoảng bốn ngày nay rồi. Từ hôm qua tôi còn bắt đầu hắt hơi nhiều và cổ họng thấy ngứa rát, nhất là vào buổi sáng. Tôi nghĩ là tôi không bị sốt, nhưng tôi thấy rất mệt và đau nhức khắp người.","'Blocked nose' = 'nghẹt mũi' (alt. 'tắc mũi', 'ngạt mũi' in the North); 'scratchy throat' = 'cổ họng ngứa rát' (alt. 'rát họng'). 'Doctor,' as a vocative = 'Thưa bác sĩ' (alt. 'Bác sĩ ơi'). Register: patient refers to self as 'tôi' and addresses the doctor as 'bác sĩ'."
en-vi-002,EN-002,vi,Vietnamese,doctor,cold_flu,"From what I can see, this looks like a viral infection of the upper airway, so antibiotics will not help you. I will give you some medicine for the runny nose and lozenges for your throat. Drink plenty of warm water, rest well, and come back if you are not better in five days.","Theo những gì tôi thấy thì đây có vẻ là nhiễm vi-rút đường hô hấp trên, nên thuốc kháng sinh sẽ không giúp gì cho anh. Tôi sẽ cho anh thuốc trị sổ mũi và viên ngậm cho cổ họng. Anh uống nhiều nước ấm, nghỉ ngơi đầy đủ, và quay lại khám nếu sau năm ngày mà anh vẫn chưa đỡ.","'Viral infection of the upper airway' = 'nhiễm vi-rút đường hô hấp trên' ('vi-rút' also written 'vi rút' or 'virus'); 'lozenges' = 'viên ngậm' (alt. 'kẹo ngậm'); 'not better' = 'chưa đỡ' (alt. 'chưa khỏi', 'không khá hơn'). Register: doctor uses 'tôi' and addresses the patient as 'anh' (default adult male); 'chị' (female) or 'bác' (older patient) are equally valid alternatives."
en-vi-003,EN-003,vi,Vietnamese,patient,fever,"My temperature has been going up and down for three days. Last night it reached thirty-nine point two degrees. I took two Panadol tablets and it came down a little, but after a few hours the fever came back. I also have chills and I have been sweating a lot at night.","Ba ngày nay nhiệt độ của tôi cứ lúc lên lúc xuống. Đêm qua có lúc lên tới ba mươi chín phẩy hai độ. Tôi uống hai viên Panadol thì nhiệt độ hạ xuống một chút, nhưng vài tiếng sau thì sốt trở lại. Tôi cũng bị ớn lạnh và ban đêm đổ mồ hôi rất nhiều.","Decimal 'point' = 'phẩy' ('ba mươi chín phẩy hai độ'); 'Panadol' kept as the brand name. 'Chills' = 'ớn lạnh' (alt. 'rét run'); 'hours' = 'tiếng' (alt. 'giờ'); 'last night' = 'đêm qua' (alt. 'tối qua'), as in EN-027. Register: patient refers to self as 'tôi' (and would address the doctor as 'bác sĩ')."
en-vi-004,EN-004,vi,Vietnamese,doctor,dengue,"Because you have had a high fever for three days with pain behind your eyes and body aches, I am worried this could be dengue. I will send you for a blood test today to check your platelet count. Please avoid ibuprofen and aspirin, and only take paracetamol for the fever.","Vì anh bị sốt cao ba ngày nay, kèm theo đau sau hốc mắt và đau nhức người, tôi lo rằng đây có thể là sốt xuất huyết. Hôm nay tôi sẽ cho anh đi xét nghiệm máu để kiểm tra số lượng tiểu cầu. Anh vui lòng tránh dùng ibuprofen và aspirin, và chỉ uống paracetamol để hạ sốt.","'Dengue' = 'sốt xuất huyết' (the standard Vietnamese term; formal 'sốt xuất huyết Dengue'); 'platelet count' = 'số lượng tiểu cầu'; drug names 'ibuprofen', 'aspirin', 'paracetamol' kept in Latin letters. 'Pain behind your eyes' = 'đau sau hốc mắt' (alt. 'đau phía sau mắt', 'đau nhức hốc mắt'). Register: doctor uses 'tôi' and addresses the patient as 'anh' (default adult male); 'chị' (female) or 'bác' (older patient) are equally valid alternatives."
en-vi-005,EN-005,vi,Vietnamese,patient,sore_throat,"My throat has been very painful for two days, and it hurts so much when I swallow that I can barely eat. When I looked in the mirror, I saw some white spots at the back of my throat. My neck also feels a bit swollen and tender on both sides.","Cổ họng tôi bị đau rất nhiều hai ngày nay, và mỗi khi nuốt thì đau đến mức tôi gần như không ăn được gì. Khi soi gương, tôi thấy có mấy đốm trắng ở phía sau cổ họng. Hai bên cổ tôi cũng thấy hơi sưng và đau khi ấn vào.","'Tender' = 'đau khi ấn vào' (alt. 'đau khi chạm vào'); 'white spots' = 'đốm trắng' (alt. 'chấm trắng', 'mảng trắng'); 'throat' = 'cổ họng' vs 'neck' = 'cổ'. 'Barely eat' = 'gần như không ăn được gì' (alt. 'hầu như không ăn được'). Register: patient refers to self as 'tôi' (and would address the doctor as 'bác sĩ')."
en-vi-006,EN-006,vi,Vietnamese,doctor,sore_throat,"Your tonsils are swollen and there is pus on them, which suggests a bacterial infection. I am going to prescribe a course of antibiotics for seven days. Please finish the whole course even if you feel better after two or three days, otherwise the infection may come back.","Amidan của anh bị sưng và có mủ, điều này cho thấy anh bị nhiễm vi khuẩn. Tôi sẽ kê cho anh một đợt thuốc kháng sinh trong bảy ngày. Anh nhớ uống hết cả đợt thuốc, kể cả khi sau hai hoặc ba ngày anh thấy đỡ hơn, nếu không thì nhiễm trùng có thể quay lại.","'Tonsils' = 'amidan' (also spelled 'amiđan'); 'course of antibiotics' = 'đợt thuốc kháng sinh' ('thuốc kháng sinh' as in EN-002; alt. 'đợt kháng sinh', 'liệu trình kháng sinh'); 'bacterial infection' = 'nhiễm vi khuẩn' (alt. 'nhiễm khuẩn'). 'Two or three days' may also be said 'hai, ba ngày'. Register: doctor uses 'tôi' and addresses the patient as 'anh' (default adult male); 'chị' (female) or 'bác' (older patient) are equally valid alternatives."
en-vi-007,EN-007,vi,Vietnamese,patient,cough,"I have had a cough for almost three weeks now. At the start it was a dry cough, but now I am coughing up yellowish phlegm. The coughing is worse at night and sometimes it keeps me awake. I also feel a bit breathless when I climb the stairs to my flat.","Tôi bị ho gần ba tuần nay rồi. Lúc đầu là ho khan, nhưng bây giờ tôi ho ra đờm hơi vàng. Về đêm tôi ho nặng hơn và đôi khi ho đến mức không ngủ được. Tôi cũng thấy hơi khó thở khi leo cầu thang lên căn hộ của tôi.",'Phlegm' = 'đờm' (Southern 'đàm'); 'dry cough' = 'ho khan'; 'breathless' = 'khó thở' (alt. 'hụt hơi'). 'Flat' = 'căn hộ' (alt. 'nhà'); 'keeps me awake' = 'không ngủ được' (alt. 'mất ngủ'). Register: patient refers to self as 'tôi' (and would address the doctor as 'bác sĩ').
en-vi-008,EN-008,vi,Vietnamese,doctor,asthma,"I am going to show you how to use this inhaler properly. First, shake it well, then breathe out fully. Put the mouthpiece in your mouth and press down once while you breathe in slowly and deeply. Then hold your breath for about ten seconds before you breathe out again.","Tôi sẽ hướng dẫn anh cách dùng ống hít này cho đúng. Trước tiên, anh lắc thật kỹ, rồi thở ra hết. Anh đặt đầu ngậm vào miệng và ấn xuống một lần trong khi hít vào thật chậm và sâu. Sau đó anh nín thở khoảng mười giây rồi mới thở ra lại.","'Inhaler' = 'ống hít' (alt. 'bình xịt hít', 'bình hít'); 'mouthpiece' = 'đầu ngậm' (alt. 'ống ngậm'); 'hold your breath' = 'nín thở' (alt. 'giữ hơi'). 'Breathe out fully' = 'thở ra hết' (alt. 'thở ra hết sức'). Register: doctor uses 'tôi' and addresses the patient as 'anh' (default adult male); 'chị' (female) or 'bác' (older patient) are equally valid alternatives."
en-vi-009,EN-009,vi,Vietnamese,patient,gastroenteritis,"Since yesterday evening I have had diarrhoea about six or seven times, and I vomited twice this morning. I think it might be from the seafood I ate at a hawker centre. I have some stomach cramps, and I feel weak and dizzy when I stand up too quickly.","Từ tối hôm qua đến giờ tôi bị tiêu chảy khoảng sáu hoặc bảy lần, và sáng nay tôi nôn hai lần. Tôi nghĩ có thể là do đồ hải sản tôi ăn ở khu ẩm thực bình dân. Tôi bị đau quặn bụng một chút, và khi đứng dậy quá nhanh thì tôi thấy người yếu và chóng mặt.","'Hawker centre' = 'khu ẩm thực bình dân' (a model may keep the loanword 'hawker centre' or say 'khu hàng rong'/'khu ăn uống'); 'vomited' = 'nôn' (Southern 'ói'); 'stomach cramps' = 'đau quặn bụng'. 'Six or seven' may also be said 'sáu, bảy'; 'weak' = 'người yếu' (alt. 'mệt lả'). Register: patient refers to self as 'tôi' (and would address the doctor as 'bác sĩ')."
en-vi-010,EN-010,vi,Vietnamese,doctor,gastroenteritis,"You are a little dehydrated, so the most important thing is to replace the fluids you have lost. Take small sips of this oral rehydration solution frequently throughout the day. Avoid oily and spicy food and milk for now, and come back immediately if you see blood in your stool.","Anh bị mất nước nhẹ, nên điều quan trọng nhất là bù lại lượng nước anh đã mất. Anh uống dung dịch bù nước đường uống này từng ngụm nhỏ, thường xuyên trong suốt cả ngày. Tạm thời anh nên tránh đồ ăn nhiều dầu mỡ, đồ cay và sữa, và nếu thấy có máu trong phân thì phải quay lại khám ngay.","'Oral rehydration solution' = 'dung dịch bù nước đường uống' (alt. 'dung dịch bù nước điện giải', or the common brand-generic 'oresol'); 'dehydrated' = 'mất nước'; 'oily food' = 'đồ ăn nhiều dầu mỡ'. 'For now' = 'tạm thời' (alt. 'trong thời gian này'). Register: doctor uses 'tôi' and addresses the patient as 'anh' (default adult male); 'chị' (female) or 'bác' (older patient) are equally valid alternatives."
